Category,Level1,Level2,Level3,Level4,Level5,Count
Murex,IRS,Type BU,doc_init_RISK_Validation_1,doc_init_RISK_Validation,doc_init_RISK_releaseProcessedEntriesTimer,1
Murex,IRS,Type BU,doc_init_RISK_Validation_2,doc_init_RISK_Validation,doc_init_RISK_Processed,1
Murex,IRS,Type BU,doc_init_RISK_Validation_2,doc_init_RISK_Validation,doc_init_RISK_releaseProcessedEntriesTimer,1
Murex,IRS,Type S,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,340
Murex,IRS,Type U,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,11
Murex,IRS,Type U,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,11
Murex,IRS,Type X,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,68
Murex,IRS,Type BV,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_Purge,3
Murex,IRS,Type BN,Ops queue to hold unmatched items for discard/retry,mat_outbound_unmatched,mat_finalPoint,1
Murex,IRS,Type C,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_Purge,4
Murex,IRS,Type J,Outbond_ErrMngt_functionalOSP,Outbond_ErrMngt_functionalOSP,Outbound_ErrMngt_Purge,2
Murex,IRS,Type BW,Document nacked authorisation queue,ackNack_confirmation_outbound_nacked,ackNack_confirmation_finalPoint,1
Murex,Loan Deposit,Type BW,Document nacked authorisation queue,ackNack_confirmation_outbound_nacked,ackNack_confirmation_finalPoint,7
Murex,Loan Deposit,Type AG,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,20
Murex,Loan Deposit,Type E,doc_init_RISK_Validation,doc_init_RISK_Validation,doc_init_RISK_Processed,117
Murex,Loan Deposit,Type E,doc_init_RISK_Validation,doc_init_RISK_Validation,doc_init_RISK_releaseProcessedEntriesTimer,117
Murex,Loan Deposit,Type F,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,133
Murex,Loan Deposit,Type AK,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,16
Murex,Loan Deposit,Type AV,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,9
Murex,Loan Deposit,Type AV,Authorisation queue for regulatory exceptions,uri_regulatoryExceptionQueue,uri_purge,9
Murex,Loan Deposit,Type B,Authorisation queue for regulatory exceptions,uri_regulatoryExceptionQueue,uri_purge,65
Murex,Loan Deposit,Type S,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,542
Murex,Loan Deposit,Type L,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,9
Murex,Loan Deposit,Type K,Authorisation queue for regulatory exceptions,uri_regulatoryExceptionQueue,uri_purge,2
Murex,Loan Deposit,Type AM,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,1
Murex,Loan Deposit,Type AM,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,1
Murex,Loan Deposit,Type BX,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,2
Murex,Loan Deposit,Type BX,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_Purge,1
Murex,Loan Deposit,Type AF,Authorisation queue for regulatory exceptions,uri_regulatoryExceptionQueue,uri_purge,1
Murex,Loan Deposit,Type AF,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,1
Murex,Loan Deposit,Type J,Outbond_ErrMngt_functionalOSP,Outbond_ErrMngt_functionalOSP,Outbound_ErrMngt_Purge,2
Murex,Loan Deposit,Type BY,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_Purge,4
Murex,Loan Deposit,Type BZ,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,2
Murex,Loan Deposit,Type BZ,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_Purge,2
Murex,Loan Deposit,Type CA,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_Purge,4
Murex,ND FX Swap,Type K,Authorisation queue for regulatory exceptions,uri_regulatoryExceptionQueue,uri_purge,2
Murex,NDF,Type B,Authorisation queue for regulatory exceptions,uri_regulatoryExceptionQueue,uri_purge,36
Murex,NDF,Type AG,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,31
Murex,NDF,Type CB,Outbond_ErrMngt_functionalOSP,Outbond_ErrMngt_functionalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,2
Murex,NDF,Type CB,Outbond_ErrMngt_functionalOSP,Outbond_ErrMngt_functionalOSP,Outbound_ErrMngt_Purge,2
Murex,NDF,Type CC,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,7
Murex,NDF,Type CC,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,7
Murex,NDF,Type AM,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,5
Murex,NDF,Type AM,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,5
Murex,NDF,Type R,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,1
Murex,NDF,Type C,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_Purge,1
Murex,NDF,Type AV,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,4
Murex,NDF,Type AV,Authorisation queue for regulatory exceptions,uri_regulatoryExceptionQueue,uri_purge,4
Murex,NDF,Type F,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,17
Murex,NDF,Type CD,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,1
Murex,NDF,Type CD,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,1
Murex,NDF,Type AK,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,2
Murex,NDF,Type K,Authorisation queue for regulatory exceptions,uri_regulatoryExceptionQueue,uri_purge,2
Murex,NDF,Type CE,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,1
Murex,NDF,Type CE,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,2
Murex,Non Deliv. Xccy Swap,Type F,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,2
Murex,Non Deliv. Xccy Swap,Type AG,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,1
Murex,Non Deliverable Swap,Type F,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,1
Murex,OIS,Type F,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,4
Murex,OIS,Type E,doc_init_RISK_Validation,doc_init_RISK_Validation,doc_init_RISK_Processed,2
Murex,OIS,Type E,doc_init_RISK_Validation,doc_init_RISK_Validation,doc_init_RISK_releaseProcessedEntriesTimer,2
Murex,OIS,Type AG,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,2
Murex,Outright,Type S,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,24
Murex,Outright,Type L,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,9
Murex,Outright,Type X,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,4
Murex,Outright,Type B,Authorisation queue for regulatory exceptions,uri_regulatoryExceptionQueue,uri_purge,99
Murex,Outright,Type CF,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,1
Murex,Outright,Type CF,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,5
Murex,Outright,Type CG,Outbound_ErrMngt_technicalOSP_1,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,6
Murex,Outright,Type CG,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,6
Murex,Outright,Type CG,Outbound_ErrMngt_technicalOSP_2,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,24
Murex,Outright,Type CH,Outbound_ErrMngt_technicalOSP_1,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,4
Murex,Outright,Type CH,Queue for failed ANNA requests._1,anna_failed_request_queue,anna_is_contract_live,4
Murex,Outright,Type CH,Outbound_ErrMngt_technicalOSP_2,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,16
Murex,Outright,Type CH,Queue for failed ANNA requests._2,anna_failed_request_queue,anna_is_contract_live,4
Murex,Outright,Type CI,Outbound_ErrMngt_technicalOSP_1,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,24
Murex,Outright,Type CI,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,8
Murex,Outright,Type CI,Outbound_ErrMngt_technicalOSP_2,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,8
Murex,Outright,Type AK,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,43
Murex,Outright,Type M,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,2
Murex,Outright,Type M,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,2
Murex,Outright,Type AW,Settlement message wait for ACK/NACK queue (manual and automatic (via Flow trigger Task)),ackNack_settlement_waitForAckNack,ackNack_settlement_messageNacked,9
Murex,Outright,Type AW,Settlement message Nack'd queue,ackNack_settlement_messageNacked,ackNack_settlement_qngSwiftMessageCheck,9
Murex,Outright,Type F,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,49
Murex,Outright,Type C,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_Purge,3
Murex,Outright,Type CJ,Outbound_ErrMngt_technicalOSP_1,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,4
Murex,Outright,Type CJ,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,2
Murex,Outright,Type CJ,Outbound_ErrMngt_technicalOSP_2,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,2
Murex,Outright,Type CK,Outbound_ErrMngt_technicalOSP_1,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,20
Murex,Outright,Type CK,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,20
Murex,Outright,Type CK,Outbound_ErrMngt_technicalOSP_2,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,20
Murex,Outright,Type CL,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,2
Murex,Outright,Type CL,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,1
Murex,Outright,Type BE,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,32
Murex,Outright,Type BU,doc_init_RISK_Validation_1,doc_init_RISK_Validation,doc_init_RISK_Processed,1
Murex,Outright,Type BU,doc_init_RISK_Validation_1,doc_init_RISK_Validation,doc_init_RISK_releaseProcessedEntriesTimer,1
Murex,Outright,Type BU,doc_init_RISK_Validation_2,doc_init_RISK_Validation,doc_init_RISK_Processed,1
Murex,Outright,Type BU,doc_init_RISK_Validation_2,doc_init_RISK_Validation,doc_init_RISK_releaseProcessedEntriesTimer,1
Murex,Outright,Type AM,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,5
Murex,Outright,Type AM,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,5
Murex,Outright,Type CM,Settlement message Nack'd queue_1,ackNack_settlement_messageNacked,ackNack_settlement_qngSwiftMessageCheck,1
Murex,Outright,Type CM,Settlement message wait for ACK/NACK queue (manual and automatic (via Flow trigger Task)),ackNack_settlement_waitForAckNack,ackNack_settlement_messageNacked,1
Murex,Outright,Type CM,Settlement message Nack'd queue_2,ackNack_settlement_messageNacked,ackNack_settlement_qngSwiftMessageCheck,1
Murex,Outright,Type AG,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,1
Murex,Outright,Type CN,Document nacked authorisation queue,ackNack_confirmation_outbound_nacked,ackNack_confirmation_finalPoint,3
Murex,Outright,Type CN,Authorisation queue for regulatory exceptions,uri_regulatoryExceptionQueue,uri_purge,3
Murex,Outright,Type BW,Document nacked authorisation queue,ackNack_confirmation_outbound_nacked,ackNack_confirmation_finalPoint,3
Murex,Outright,Type V,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,5
Murex,Outright,Type V,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,5
Murex,Outright,Type U,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,9
Murex,Outright,Type U,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,9
Murex,Outright,Type R,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,1
Murex,Outright,Type BN,Ops queue to hold unmatched items for discard/retry,mat_outbound_unmatched,mat_finalPoint,2
Murex,Outright,Type CO,Settlement message Nack'd queue,ackNack_settlement_messageNacked,ackNack_settlement_qngSwiftMessageCheck,1
Murex,Outright,Type CP,Outbond_ErrMngt_functionalOSP,Outbond_ErrMngt_functionalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,2
Murex,Outright,Type O,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,5
Murex,Outright,Type CQ,Queue for failed ANNA requests._1,anna_failed_request_queue,anna_is_contract_live,2
Murex,Outright,Type CQ,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,8
Murex,Outright,Type CQ,Queue for failed ANNA requests._2,anna_failed_request_queue,anna_is_contract_live,2
Murex,Outright,Type CR,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,1
Murex,Outright,Type CR,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,4
Murex,Reserve,Type E,doc_init_RISK_Validation,doc_init_RISK_Validation,doc_init_RISK_Processed,6
Murex,Reserve,Type E,doc_init_RISK_Validation,doc_init_RISK_Validation,doc_init_RISK_releaseProcessedEntriesTimer,6
Murex,SCF,Type E,doc_init_RISK_Validation,doc_init_RISK_Validation,doc_init_RISK_Processed,2
Murex,SCF,Type E,doc_init_RISK_Validation,doc_init_RISK_Validation,doc_init_RISK_releaseProcessedEntriesTimer,2
Murex,Spot,Type CS,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,8
Murex,Spot,Type BE,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,12
Murex,Spot,Type F,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,521
Murex,Spot,Type AK,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,32
Murex,Spot,Type S,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,24
Murex,Spot,Type R,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,62
Murex,Spot,Type B,Authorisation queue for regulatory exceptions,uri_regulatoryExceptionQueue,uri_purge,9
Murex,Spot,Type CT,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_Purge,2
Murex,Spot,Type CT,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,1
Murex,Spot,Type AG,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,12
Murex,Spot,Type AC,doc_init_RISK_Validation,doc_init_RISK_Validation,doc_init_RISK_Processed,2
Murex,Spot,Type AC,doc_init_RISK_Validation,doc_init_RISK_Validation,doc_init_RISK_releaseProcessedEntriesTimer,2
Murex,Spot,Type AM,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,1
Murex,Spot,Type AM,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,1
Murex,Spot,Type AW,Settlement message wait for ACK/NACK queue (manual and automatic (via Flow trigger Task)),ackNack_settlement_waitForAckNack,ackNack_settlement_messageNacked,8
Murex,Spot,Type AW,Settlement message Nack'd queue,ackNack_settlement_messageNacked,ackNack_settlement_qngSwiftMessageCheck,8
Murex,Spot,Type CM,Settlement message Nack'd queue_1,ackNack_settlement_messageNacked,ackNack_settlement_qngSwiftMessageCheck,1
Murex,Spot,Type CM,Settlement message wait for ACK/NACK queue (manual and automatic (via Flow trigger Task)),ackNack_settlement_waitForAckNack,ackNack_settlement_messageNacked,1
Murex,Spot,Type CM,Settlement message Nack'd queue_2,ackNack_settlement_messageNacked,ackNack_settlement_qngSwiftMessageCheck,1
Murex,Spot,Type BY,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_Purge,4
Murex,Spot,Type BN,Ops queue to hold unmatched items for discard/retry,mat_outbound_unmatched,mat_finalPoint,2
Murex,Spot,Type BL,Queue for failed ANNA requests.,anna_failed_request_queue,anna_purge,2
Murex,Spot,Type CU,Settlement message wait for ACK/NACK queue (manual and automatic (via Flow trigger Task)),ackNack_settlement_waitForAckNack,ackNack_settlement_messageNacked,2
Murex,Spot,Type CU,Settlement message Nack'd queue,ackNack_settlement_messageNacked,ackNack_settlement_qngSwiftMessageCheck,2
Murex,Spot,Type X,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,4
Murex,Spot,Type L,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,3
Murex,Spot,Type CO,Settlement message Nack'd queue,ackNack_settlement_messageNacked,ackNack_settlement_qngSwiftMessageCheck,2
Murex,Spot,Type BS,Exception Validation,doc_gen_exceptionValidation,ei_RefreshStartPoint,3
Murex,Spot,Type BM,Authorisation queue to hold the outbound message until inbound communication is received,ackNack_confirmation_outbound_waitForAckMessage,ackNack_confirmation_outbound_acked,1
Murex,Spot,Type BM,Settlement message wait for ACK/NACK queue (manual and automatic (via Flow trigger Task)),ackNack_settlement_waitForAckNack,ackNack_settlement_messageNacked,1
Murex,Spot,Type BM,Settlement message Nack'd queue,ackNack_settlement_messageNacked,ackNack_settlement_qngSwiftMessageCheck,1
Murex,Spot,Type CV,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_Purge,1
Murex,Spot,Type CV,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,1
Murex,Xccy FX Reset,Type U,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,6
Murex,Xccy FX Reset,Type U,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,6
Murex,Xccy FX Reset,Type S,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,6
Murex,Xccy FX Reset,Type F,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,4
Murex,Xccy FX Reset,Type R,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,1
Murex,Xccy FX non-Reset,Type BW,Document nacked authorisation queue,ackNack_confirmation_outbound_nacked,ackNack_confirmation_finalPoint,1
Murex,Xccy FX non-Reset,Type AG,Queue to hold items waiting to be matched,mat_outbound_waitForMatchMessage,mat_outbound_isContractUpdateRequired,1
Murex,Xccy FX non-Reset,Type AU,Document nacked authorisation queue,ackNack_confirmation_outbound_nacked,ackNack_confirmation_finalPoint,2
Murex,Xccy FX non-Reset,Type R,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,2
Murex,Xccy FX non-Reset,Type CG,Outbound_ErrMngt_technicalOSP_1,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,1
Murex,Xccy FX non-Reset,Type CG,Queue for failed ANNA requests.,anna_failed_request_queue,anna_is_contract_live,1
Murex,Xccy FX non-Reset,Type CG,Outbound_ErrMngt_technicalOSP_2,Outbound_ErrMngt_technicalOSP,Outbound_ErrMngt_isRTSAxmlNeeded,4
